"Calcium Carbonate"	"CALC1250L"	"2500"
"Calcium Carbonate"	"CALC1250L"	"500"
"Calcium Carbonate"	"CALC1250L"	"600"
"Calcium Carbonate"	"CALC1250L"	"625"
"Calcium Carbonate"	"CALC1250L"	"650"
"Calcium Carbonate"	"CALC500"	"0"
"Calcium Carbonate"	"CALC500"	"1000"
"Calcium Carbonate"	"CALC500"	"1250"
"Calcium Carbonate"	"CALC500"	"1500"
"Calcium Carbonate"	"CALC500"	"2"
"Calcium Carbonate"	"CALC500"	"2000"
"Calcium Carbonate"	"CALC500"	"250"
"Calcium Carbonate"	"CALC500"	"2500"
"Calcium Carbonate"	"CALC500"	"3000"
"Calcium Carbonate"	"CALC500"	"4000"
"Calcium Carbonate"	"CALC500"	"500"
"Calcium Carbonate"	"CALC500"	"500-100"
"Calcium Carbonate"	"CALC500"	"500-1000"
"Calcium Carbonate"	"CALC500"	"600"
"Calcium Carbonate"	"CALC500"	"650"
"Calcium Carbonate"	"CALC500"	"750"
"Calcium Carbonate"	"CALC500"	"t500"
"Calcium Chloride Oral Soln"	"CACHL30L"	"2.8"
"Calcium Chloride Oral Soln"	"CACHL30L"	"3"
"Calcium Chloride Oral Soln"	"CACHL30L"	"3.2"
"Calcium Chloride Oral Soln"	"CACHL30L"	"5"
"Calcium Chloride Oral Soln"	"CACHL30L"	"6"
"Calcium Chloride"	"CACL1000I"	"25"
"Calcium Chloride"	"CACL1000I"	"250"
"Calcium Chloride"	"CALC100I"	"0.5"
"Calcium Chloride"	"CALC100I"	"1"
"Calcium Chloride"	"CALC100I"	"1-2"
"Calcium Chloride"	"CALC100I"	"1.5"
"Calcium Chloride"	"CALC100I"	"1.55"
"Calcium Chloride"	"CALC100I"	"10"
"Calcium Chloride"	"CALC100I"	"2"
"Calcium Chloride"	"CALC100I"	"20"
"Calcium Chloride"	"CALC100I"	"3"
"Calcium Chloride"	"CALC100I"	"8"
"Calcium Chloride"	"CALC100SI"	
"Calcium Chloride"	"CALC100SI"	"0"
"Calcium Chloride"	"CALC100SI"	"0.1"
"Calcium Chloride"	"CALC100SI"	"0.2"
"Calcium Chloride"	"CALC100SI"	"0.25"
"Calcium Chloride"	"CALC100SI"	"0.3"
"Calcium Chloride"	"CALC100SI"	"0.5"
"Calcium Chloride"	"CALC100SI"	"0.7"
"Calcium Chloride"	"CALC100SI"	"1"
"Calcium Chloride"	"CALC100SI"	"1-2"
"Calcium Chloride"	"CALC100SI"	"1.5"
"Calcium Chloride"	"CALC100SI"	"2"
"Calcium Chloride"	"CALC100SI"	"200"
"Calcium Chloride"	"CALC100SI"	"3"
"Calcium Chloride"	"CALC100SI"	"4"
"Calcium Chloride"	"CALC100SI"	"5"
"Calcium Chloride"	"CALC100SI"	"500"
"Calcium Chloride"	"CALC100SI"	"7"
"Calcium Chloride"	"CALC13.6I"	"5"
"Calcium Citrate + Vit D"		"3"
"Calcium Citrate"	"CALCIT950"	"5700"
"Calcium Citrate"	"CALCIT950"	"950"
"Calcium Gluconate Replacement (Critical Care and Oncology)"	"CALG1I"	"1"
"Calcium Gluconate Replacement (Critical Care and Oncology)"	"CALG1I"	"2"
"Calcium Gluconate"		
"Calcium Gluconate"		"2"
"Calcium Gluconate"	"CAGLMEQ"	"0"
"Calcium Gluconate"	"CAGLMEQ"	"1.395"
"Calcium Gluconate"	"CAGLMEQ"	"1.4"
"Calcium Gluconate"	"CAGLMEQ"	"10"
"Calcium Gluconate"	"CAGLMEQ"	"10.5"
"Calcium Gluconate"	"CAGLMEQ"	"12"
"Calcium Gluconate"	"CAGLMEQ"	"12.5"
"Calcium Gluconate"	"CAGLMEQ"	"15"
"Calcium Gluconate"	"CAGLMEQ"	"2.325"
"Calcium Gluconate"	"CAGLMEQ"	"2.37"
"Calcium Gluconate"	"CAGLMEQ"	"2.47"
"Calcium Gluconate"	"CAGLMEQ"	"2.5"
"Calcium Gluconate"	"CAGLMEQ"	"2.79"
"Calcium Gluconate"	"CAGLMEQ"	"20"
"Calcium Gluconate"	"CAGLMEQ"	"3"
"Calcium Gluconate"	"CAGLMEQ"	"3.48"
"Calcium Gluconate"	"CAGLMEQ"	"3.49"
"Calcium Gluconate"	"CAGLMEQ"	"4"
"Calcium Gluconate"	"CAGLMEQ"	"4.5"
"Calcium Gluconate"	"CAGLMEQ"	"4.65"
"Calcium Gluconate"	"CAGLMEQ"	"5"
"Calcium Gluconate"	"CAGLMEQ"	"5-6"
"Calcium Gluconate"	"CAGLMEQ"	"6"
"Calcium Gluconate"	"CAGLMEQ"	"7.5"
"Calcium Gluconate"	"CAGLMEQ"	"9"
"Calcium Gluconate"	"CALCG2/100NS"	
"Calcium Gluconate"	"CALCG2/100NS"	"0"
"Calcium Gluconate"	"CALCG2/100NS"	"0.5"
"Calcium Gluconate"	"CALCG2/100NS"	"1"
"Calcium Gluconate"	"CALCG2/100NS"	"1-2"
"Calcium Gluconate"	"CALCG2/100NS"	"2"
"Calcium Gluconate"	"CALCG2/100NS"	"2-4"
"Calcium Gluconate"	"CALCG2/100NS"	"3"
"Calcium Gluconate"	"CALCG2/100NS"	"4"
"Calcium Gluconate"	"CALCG2/100NS"	"4-6"
"Calcium Gluconate"	"CALCG2/100NS"	"6"
"Calcium Gluconate"	"CALCG2/100NS"	"6-8"
"Calcium Gluconate"	"CALCG2/100NS"	"8"
"Calcium Gluconate"	"CALG1I"	
"Calcium Gluconate"	"CALG1I"	"0"
"Calcium Gluconate"	"CALG1I"	"0.2"
"Calcium Gluconate"	"CALG1I"	"0.28"
"Calcium Gluconate"	"CALG1I"	"0.5"
"Calcium Gluconate"	"CALG1I"	"0.56"
"Calcium Gluconate"	"CALG1I"	"0.6"
"Calcium Gluconate"	"CALG1I"	"0.9"
"Calcium Gluconate"	"CALG1I"	"0.97"
"Calcium Gluconate"	"CALG1I"	"1"
"Calcium Gluconate"	"CALG1I"	"1-2"
"Calcium Gluconate"	"CALG1I"	"1.2"
"Calcium Gluconate"	"CALG1I"	"1.41"
"Calcium Gluconate"	"CALG1I"	"1.5"
"Calcium Gluconate"	"CALG1I"	"1.55"
"Calcium Gluconate"	"CALG1I"	"1.6"
"Calcium Gluconate"	"CALG1I"	"1.61"
"Calcium Gluconate"	"CALG1I"	"1.6667"
"Calcium Gluconate"	"CALG1I"	"1.67"
"Calcium Gluconate"	"CALG1I"	"1.82"
"Calcium Gluconate"	"CALG1I"	"1.9"
"Calcium Gluconate"	"CALG1I"	"10"
"Calcium Gluconate"	"CALG1I"	"10.5"
"Calcium Gluconate"	"CALG1I"	"100"
"Calcium Gluconate"	"CALG1I"	"1000"
"Calcium Gluconate"	"CALG1I"	"11"
"Calcium Gluconate"	"CALG1I"	"12"
"Calcium Gluconate"	"CALG1I"	"14"
"Calcium Gluconate"	"CALG1I"	"1500"
"Calcium Gluconate"	"CALG1I"	"2 "
"Calcium Gluconate"	"CALG1I"	"2"
"Calcium Gluconate"	"CALG1I"	"2-3"
"Calcium Gluconate"	"CALG1I"	"2-4"
"Calcium Gluconate"	"CALG1I"	"2.24"
"Calcium Gluconate"	"CALG1I"	"2.25"
"Calcium Gluconate"	"CALG1I"	"2.258"
"Calcium Gluconate"	"CALG1I"	"2.3"
"Calcium Gluconate"	"CALG1I"	"2.5"
"Calcium Gluconate"	"CALG1I"	"20"
"Calcium Gluconate"	"CALG1I"	"2000"
"Calcium Gluconate"	"CALG1I"	"3"
"Calcium Gluconate"	"CALG1I"	"3-4 "
"Calcium Gluconate"	"CALG1I"	"3-4"
"Calcium Gluconate"	"CALG1I"	"3-5"
"Calcium Gluconate"	"CALG1I"	"4  "
"Calcium Gluconate"	"CALG1I"	"4 GM and Call H.O."
"Calcium Gluconate"	"CALG1I"	"4"
"Calcium Gluconate"	"CALG1I"	"4-5"
"Calcium Gluconate"	"CALG1I"	"4.5"
"Calcium Gluconate"	"CALG1I"	"40"
"Calcium Gluconate"	"CALG1I"	"400"
"Calcium Gluconate"	"CALG1I"	"5"
"Calcium Gluconate"	"CALG1I"	"500"
"Calcium Gluconate"	"CALG1I"	"6"
"Calcium Gluconate"	"CALG1I"	"7.5"
"Calcium Gluconate"	"CALG1I"	"8"
"Calcium Gluconate"	"CALG1I"	"9"
"Calcium Gluconate"	"CALG1I"	"970"
"Calcium Gluconate"	"CALG500"	"1000"
"Calcium Gluconate"	"CALG500"	"500"
"Calcium Gluconate"	"CALGLUCNEO"	"0.7"
"Calcium Gluconate"	"CALGLUCNEO"	"10"
"Calcium Gluconate"	"CALGLUCNEO"	"100"
"Calcium Gluconate"	"CALGLUCNEO"	"1000"
"Calcium Gluconate"	"CALGLUCNEO"	"115"
"Calcium Gluconate"	"CALGLUCNEO"	"120"
"Calcium Gluconate"	"CALGLUCNEO"	"125"
"Calcium Gluconate"	"CALGLUCNEO"	"18.6"
"Calcium Gluconate"	"CALGLUCNEO"	"200"
"Calcium Gluconate"	"CALGLUCNEO"	"250"
"Calcium Gluconate"	"CALGLUCNEO"	"270"
"Calcium Gluconate"	"CALGLUCNEO"	"500"
"Calcium Gluconate"	"CALGLUCNEO"	"540"
"Calcium Gluconate"	"CALGLUCNEO"	"60"
"Calcium Gluconate"	"CALGLUCNEO"	"75"
"Calcium Gluconate"	"CALGLUCNEO"	"750"
"Calcium Gluconate"	"CALGLUCNEO"	"800"
"Calcium Gluconate"	"MAGS1I"	"2"
"Calcium Lactate"		"2592"
"Calcium Replacement (Oncology)"		
"Calcium Replacement (Oncology)"	"CALG1I"	"0"
"Calcium Replacement (Oncology)"	"CALG1I"	"1"
"Calcium Replacement (Oncology)"	"CALG1I"	"1-2"
"Calcium Replacement (Oncology)"	"CALG1I"	"2"
"Calcium Replacement (Oncology)"	"CALG1I"	"2-3"
"Calcium Replacement (Oncology)"	"CALG1I"	"3"
"Calcium gluco"	"CALG1I"	"2"
"Calcium"	"CALC100SI"	"1"
"Camila"		"0.35"
"Camphor-Menthol"	"SARNL"	"1"
"Campral"	"ACAM333"	"666"
"Candesartan Cilexetil"		"16"
"Candesartan Cilexetil"	"CAND16"	"16"
"Candesartan Cilexetil"	"CAND16"	"32"
"Candesartan Cilexetil"	"CAND4"	"16"
"Candesartan"		"8"
"Candesartan"	"CAND16"	"16"
"Candesartan"	"CAND16"	"32"
"Candesartan"	"CAND4"	"2"
"Candesartan"	"CAND4"	"4"
"Candesartan"	"CAND4"	"8"
"Candida Albicans"	"CANDIDA"	"0.1"
"Candida Skin Test"	"CANDIDA"	"0.1"
"Cangrelor Study Drug (*IND*)"	"CANGIND"	"1"
"Caphosol"	"CAPH15L"	"30"
"Capoten"	"CAPT25"	"50"
"Capsaicin 0.025%"	"CAPS25C"	"1"
"Capt"	"CAPT125"	"3.125"
"Captopril"	"BUME2"	"2"
"Captopril"	"CAPT1"	"1"
"Captopril"	"CAPT1"	"3"
"Captopril"	"CAPT125"	"0.25"
"Captopril"	"CAPT125"	"12.5"
"Captopril"	"CAPT125"	"12.5-25"
"Captopril"	"CAPT125"	"18.75"
"Captopril"	"CAPT125"	"25"
"Captopril"	"CAPT125"	"3.125"
"Captopril"	"CAPT125"	"31.25"
"Captopril"	"CAPT125"	"37.5"
"Captopril"	"CAPT125"	"50"
"Captopril"	"CAPT125"	"6.25"
"Captopril"	"CAPT125"	"75"
"Captopril"	"CAPT125"	"9.375"
"Captopril"	"CAPT125"	"9.75"
"Captopril"	"CAPT25"	"100"
"Captopril"	"CAPT25"	"12.5"
"Captopril"	"CAPT25"	"125"
"Captopril"	"CAPT25"	"15"
"Captopril"	"CAPT25"	"150"
"Captopril"	"CAPT25"	"25"
"Captopril"	"CAPT25"	"37.5"
"Captopril"	"CAPT25"	"50"
"Captopril"	"CAPT25"	"6.25"
"Captopril"	"CAPT25"	"62.5"
"Captopril"	"CAPT25"	"75"
"Captopril"	"CAPT50"	"100"
"Captopril"	"CAPT50"	"150"
"Captopril"	"CAPT50"	"50"
"Captopril"	"CAPT50"	"75"
"CarafATE"	"CARA1"	"100"
"Carafate"		"100"
"Carafate"		"1000"
"Carafate"	"CARA1"	"1"
"Carbachol"		"1"
"Carbamazep"	"CARB200XR"	"600"
"Carbamazep"	"CARB200XR"	"800"
"Carbamazepine "	"CARB100T"	"300"
"Carbamazepine (Extended-Release)"	"CARB200XR"	"200"
"Carbamazepine (Extended-Release)"	"CARB200XR"	"400"
"Carbamazepine (Extended-Release)"	"CARB200XR"	"800"
"Carbamazepine Chewable Tabs"	"CARB100T"	"100"
"Carbamazepine Chewable Tabs"	"CARB100T"	"200"
"Carbamazepine Chewable Tabs"	"CARB100T"	"300"
"Carbamazepine Chewable Tabs"	"CARB100T"	"400"
"Carbamazepine Chewable Tabs"	"CARB200L"	"200"
"Carbamazepine Chewable Tabs"	"CARB200L"	"400"
"Carbamazepine ER"	"CARB100XR"	"100"
"Carbamazepine ER"	"CARB100XR"	"200"
"Carbamazepine ER"	"CARB200ER"	"400"
"Carbamazepine ER"	"CARB300ER"	"300"
"Carbamazepine ER"	"CARB300ER"	"600"
"Carbamazepine Suspension"	"CARB100T"	"150"
"Carbamazepine Suspension"	"CARB200"	"200"
"Carbamazepine Suspension"	"CARB200L"	"100"
"Carbamazepine Suspension"	"CARB200L"	"1000"
"Carbamazepine Suspension"	"CARB200L"	"150"
"Carbamazepine Suspension"	"CARB200L"	"200"
"Carbamazepine Suspension"	"CARB200L"	"250"
"Carbamazepine Suspension"	"CARB200L"	"300"
"Carbamazepine Suspension"	"CARB200L"	"400"
"Carbamazepine Suspension"	"CARB200L"	"450"
"Carbamazepine Suspension"	"CARB200L"	"50"
"Carbamazepine Suspension"	"CARB200L"	"500"
"Carbamazepine Suspension"	"CARB200L"	"600"
"Carbamazepine Suspension"	"CARB200L"	"650"
"Carbamazepine Suspension"	"CARB200L"	"800"
"Carbamazepine Suspension"	"CARB200L"	"900"
"Carbamazepine XR"	"CARB100XR"	"100"
"Carbamazepine XR"	"CARB100XR"	"200"
"Carbamazepine XR"	"CARB100XR"	"300"
"Carbamazepine XR"	"CARB100XR"	"400"
"Carbamazepine XR"	"CARB100XR"	"500"
"Carbamazepine XR"	"CARB100XR"	"800"
"Carbamazepine XR"	"CARB200XR"	"1000"
"Carbamazepine XR"	"CARB200XR"	"200"
"Carbamazepine XR"	"CARB200XR"	"400"
"Carbamazepine XR"	"CARB200XR"	"600"
"Carbamazepine XR"	"CARB200XR"	"800"
"Carbamazepine"		"300"
"Carbamazepine"	"CARB100T"	"100"
"Carbamazepine"	"CARB100T"	"1000"
"Carbamazepine"	"CARB100T"	"150"
"Carbamazepine"	"CARB100T"	"200"
"Carbamazepine"	"CARB100T"	"250"
"Carbamazepine"	"CARB100T"	"300"
"Carbamazepine"	"CARB100T"	"400"
"Carbamazepine"	"CARB100T"	"50"
"Carbamazepine"	"CARB100T"	"600"
"Carbamazepine"	"CARB100T"	"800"
"Carbamazepine"	"CARB100XR"	"100"
"Carbamazepine"	"CARB100XR"	"200"
"Carbamazepine"	"CARB200"	"100"
"Carbamazepine"	"CARB200"	"1000"
"Carbamazepine"	"CARB200"	"200"
"Carbamazepine"	"CARB200"	"250"
"Carbamazepine"	"CARB200"	"300"
"Carbamazepine"	"CARB200"	"400"
"Carbamazepine"	"CARB200"	"500"
"Carbamazepine"	"CARB200"	"600"
"Carbamazepine"	"CARB200"	"800"
"Carbamazepine"	"CARB200ER"	"400"
"Carbamazepine"	"CARB200ER"	"500"
"Carbamazepine"	"CARB200L"	"100"
"Carbamazepine"	"CARB200L"	"150"
"Carbamazepine"	"CARB200L"	"200"
"Carbamazepine"	"CARB200L"	"300"
"Carbamazepine"	"CARB200L"	"350"
"Carbamazepine"	"CARB200L"	"400"
"Carbamazepine"	"CARB200L"	"450"
"Carbamazepine"	"CARB200L"	"500"
"Carbamazepine"	"CARB200L"	"600"
"Carbamazepine"	"CARB200L"	"800"
"Carbamazepine"	"CARB200L"	"900"
"Carbamazepine"	"CARB200XR"	"200"
"Carbamazepine"	"CARB300ER"	"300"
"Carbamazepine"	"TEGR200"	"200"
"Carbamazepine"	"TEGR200"	"300"
"Carbamazepine"	"TEGR200"	"500"
"Carbamide Peroxide 6.5%"	"GLYO65OT"	"1"
"Carbamide Peroxide 6.5%"	"GLYO65OT"	"2"
"Carbamide Peroxide 6.5%"	"GLYO65OT"	"3"
"Carbamide Peroxide 6.5%"	"GLYO65OT"	"4"
"Carbamide Peroxide 6.5%"	"GLYO65OT"	"5"
"Carbamide Peroxide 6.5%"	"GLYO65OT"	"5-10"
"Carbamide Peroxide"	"GLYO65OT"	"1"
"Carbamide Peroxide"	"GLYO65OT"	"5-10"
"Carbatrol"	"CARB200ER"	"200"
"Carbatrol"	"CARB200ER"	"400"
"Carbatrol"	"CARB200ER"	"800"
"Carbatrol"	"CARB300ER"	"300"
"Carbatrol"	"CARB300ER"	"600"
"Carbidop"	"SINE25100"	"2"
"Carbidopa-Levodopa (10-100)"	"SINE10100"	"0.5"
"Carbidopa-Levodopa (10-100)"	"SINE10100"	"1"
"Carbidopa-Levodopa (10-100)"	"SINE10100"	"2"
"Carbidopa-Levodopa (10-100)"	"SINE10100"	"3"
"Carbidopa-Levodopa (10-100)"	"SINE10100"	"4"
"Carbidopa-Levodopa (25-100)"	"PARC25/100"	"1"
"Carbidopa-Levodopa (25-100)"	"SINM25100"	"0.5"
"Carbidopa-Levodopa (25-100)"	"SINM25100"	"1"
"Carbidopa-Levodopa (25-100)"	"SINM25100"	"1-2"
"Carbidopa-Levodopa (25-100)"	"SINM25100"	"1.5"
"Carbidopa-Levodopa (25-100)"	"SINM25100"	"1.75"
"Carbidopa-Levodopa (25-100)"	"SINM25100"	"2"
"Carbidopa-Levodopa (25-100)"	"SINM25100"	"2.5"
"Carbidopa-Levodopa (25-100)"	"SINM25100"	"3"
"Carbidopa-Levodopa (25-100)"	"SINM25100"	"4"
"Carbidopa-Levodopa (25-100)"	"SINM25100"	"5"
"Carbidopa-Levodopa (25-250)"	"SINE25250"	"0"
"Carbidopa-Levodopa (25-250)"	"SINE25250"	"0.5"
"Carbidopa-Levodopa (25-250)"	"SINE25250"	"1"
"Carbidopa-Levodopa (25-250)"	"SINE25250"	"1.5"
"Carbidopa-Levodopa (25-250)"	"SINE25250"	"2"
"Carbidopa-Levodopa (25-250)"	"SINE25250"	"2.5"
"Carbidopa-Levodopa (25-250)"	"SINE25250"	"3"
"Carbidopa-Levodopa CR (25-100)"	"SINE25100"	"0"
"Carbidopa-Levodopa CR (25-100)"	"SINE25100"	"0.5"
"Carbidopa-Levodopa CR (25-100)"	"SINE25100"	"1"
"Carbidopa-Levodopa CR (25-100)"	"SINE25100"	"1.5"
"Carbidopa-Levodopa CR (25-100)"	"SINE25100"	"2"
"Carbidopa-Levodopa CR (50-200)"	"SINC50200"	"1"
"Carbidopa-Levodopa CR (50-200)"	"SINC50200"	"1.5"
"Carbidopa-Levodopa CR (50-200)"	"SINC50200"	"2.5"
"Carbidopa-Levodopa"	"PARC25/100"	"25-100"
"Carbidopa-Levodopa"	"PARC25/100"	"50-200"
"Carbidopa-Levodopa"	"SINM25100"	"25-100"
"Carboplatin"	"CARB450I"	"260"
"Carboplatin"	"CARB450I"	"290"
"Carboplatin"	"CARB450I"	"465"
"Carboplatin"	"CARB450I"	"580"
"Carboplatin"	"CARB450I"	"670"
"Carboplatin"	"CARB450I"	"725"
"Carboplatin"	"CARB450I"	"870"
"Carboprost Tromethamine"	"CARB250I"	"250"
"Cardizem CD"		"180"
"Cardura"	"DOXA1"	"1"
"Carisoprodol (Soma)"		"350"
"Carisoprodol"	"CARI350"	"175"
"Carisoprodol"	"CARI350"	"350"
"Carisoprodol"	"CARI350"	"700"
"Carmustine"	"CARM100I"	"159"
"Carmustine"	"CARM100I"	"175"
"Carmustine"	"CARM100I"	"510"
"Carmustine"	"CARM100I"	"588"
"Carmustine"	"CARM100I"	"650"
"Carn"	"LCARN330"	"1000"
"Carnitor"	"LCARN330"	"330"
"Carrington Dermal Wound"	"DERMGEL"	"1"
"Carteolol 1% Ophth Soln"	"CART1ES"	"1"
"Cartia XT"		"300"
"Cartia XT"		"3300"
"Carvedilol"	"CARV125"	"0.5"
"Carvedilol"	"CARV125"	"12.5"
"Carvedilol"	"CARV125"	"18.75"
"Carvedilol"	"CARV125"	"25"
"Carvedilol"	"CARV125"	"3.125"
"Carvedilol"	"CARV125"	"31.25"
"Carvedilol"	"CARV125"	"37.5"
"Carvedilol"	"CARV125"	"50"
"Carvedilol"	"CARV125"	"6.25"
"Carvedilol"	"CARV125"	"75"
"Carvedilol"	"CARV31.25L"	"1.5"
"Carvedilol"	"CARV31.25L"	"1.56"
"Carvedilol"	"CARV31.25L"	"31.25"
"Carvedilol"	"CARV3125"	"1.56"
"Carvedilol"	"CARV3125"	"1.5625"
"Carvedilol"	"CARV3125"	"1.565"
"Carvedilol"	"CARV3125"	"1.6"
"Carvedilol"	"CARV3125"	"1.625"
"Carvedilol"	"CARV3125"	"12.5"
"Carvedilol"	"CARV3125"	"25"
"Carvedilol"	"CARV3125"	"3.125"
"Carvedilol"	"CARV3125"	"31.25"
"Carvedilol"	"CARV3125"	"4.6875"
"Carvedilol"	"CARV3125"	"6.25"
"Carvedilol"	"CARV3125"	"9.375"
"Carvedilol"	"CARV625"	"12.5"
"Carvedilol"	"CARV625"	"18.75"
"Carvedilol"	"CARV625"	"25"
"Carvedilol"	"CARV625"	"3.125"
"Carvedilol"	"CARV625"	"37.5"
"Carvedilol"	"CARV625"	"6.25"
"Carvedilol"	"CARV625"	"9.375"
"Casodex"	"BICA50"	"25"
"Casodex"	"BICA50"	"50"
"Caspofungin *NF*"	"CANC70I"	"50"
"Caspofungin *NF*"	"CANC70I"	"70"
"Caspofungin Acetate"	"CANC50I"	"35"
"Caspofungin Acetate"	"CANC50I"	"50"
"Caspofungin Acetate"	"CANC70I"	"35"
"Caspofungin Acetate"	"CANC70I"	"70"
"Caspofungin Desensitization"	"CASP70DESEN"	"0.0014"
"Caspofungin Desensitization"	"CASP70DESEN"	"0.0035"
"Caspofungin Desensitization"	"CASP70DESEN"	"0.007"
"Caspofungin Desensitization"	"CASP70DESEN"	"0.014"
"Caspofungin Desensitization"	"CASP70DESEN"	"0.035"
"Caspofungin Desensitization"	"CASP70DESEN"	"0.07"
"Caspofungin Desensitization"	"CASP70DESEN"	"0.14"
"Caspofungin Desensitization"	"CASP70DESEN"	"0.28"
"Caspofungin Desensitization"	"CASP70DESEN"	"0.7"
"Caspofungin Desensitization"	"CASP70DESEN"	"1.4"
"Caspofungin Desensitization"	"CASP70DESEN"	"2.8"
"Caspofungin Desensitization"	"CASP70DESEN"	"57.4"
"Caspofungin"	"CANC50I"	"35"
"Caspofungin"	"CANC50I"	"50"
"Caspofungin"	"CANC50I"	"70"
"Caspofungin"	"CANC50I"	"75"
"Caspofungin"	"CANC70I"	"35"
"Caspofungin"	"CANC70I"	"50"
"Caspofungin"	"CANC70I"	"70"
"Castor Oil"	"CAS30L"	"30"
"Catapres"	"CATA1"	"0.1"
"CefTAZidime Desensitization"	"CEFT1000DES"	"0.001"
"CefTAZidime Desensitization"	"CEFT1000DES"	"0.01"
"CefTAZidime Desensitization"	"CEFT1000DES"	"0.1"
"CefTAZidime Desensitization"	"CEFT1000DES"	"1"
"CefTAZidime Desensitization"	"CEFT1000DES"	"10"
"CefTAZidime Desensitization"	"CEFT1000DES"	"100"
"CefTAZidime Desensitization"	"CEFT1000DES"	"1000"
"CefTAZidime"	"CEF2I"	"1000"
"CefTAZidime"	"CEF2I"	"1500"
"CefTAZidime"	"CEF2I"	"2000"
"CefTAZidime"	"CEF2I"	"500"
"CefTAZidime"	"CEFT1V"	"1"
"CefTAZidime"	"CEFT1V"	"1000"
"CefTAZidime"	"CEFT1V"	"2"
"CefTAZidime"	"CEFT2I"	"2"
"CefTRIAXone"	"CEFR250I"	"125"
"CefTRIAXone"	"CEFR250I"	"250"
"CefTRIAXone"	"CEFX1F"	"1"
"CefTRIAXone"	"CEFX1F"	"1000"
"CefTRIAXone"	"CEFX2F"	"1"
"CefTRIAXone"	"CEFX2F"	"2"
"CefazoLIN Desensitization"	"CEFA1000I"	"0.001"
"CefazoLIN Desensitization"	"CEFA1000I"	"0.01"
"CefazoLIN Desensitization"	"CEFA1000I"	"0.1"
"CefazoLIN Desensitization"	"CEFA1000I"	"1"
"CefazoLIN Desensitization"	"CEFA1000I"	"10"
"CefazoLIN Desensitization"	"CEFA1000I"	"100"
"CefazoLIN Desensitization"	"CEFA1000I"	"1000"
"CefazoLIN Desensitization"	"CEFA1000I"	"500"
"CefazoLIN"	"CEF1000I"	"1"
"CefazoLIN"	"CEF1000I"	"1000"
"CefazoLIN"	"CEF1000I"	"500"
"CefazoLIN"	"CEFA10I"	"1"
"CefazoLIN"	"CEFA10I"	"1.5"
"CefazoLIN"	"CEFA10I"	"2"
"CefazoLIN"	"CEFA10I"	"3"
"CefazoLIN"	"CEFA10I"	"500"
"CefazoLIN"	"CEFA1F"	"1"
"CefazoLIN"	"CEFA1F"	"2"
"CefazoLIN"	"CEFA1F"	"3"
"CefazoLIN"	"CEFA1F"	"500"
"CefazoLIN"	"CEFA1I"	"1"
"CefazoLIN"	"CEFA1I"	"2"
"CefazoLIN"	"CEFA1I"	"3"
"CefazoLIN"	"CEFA1I"	"500"
"CefazoLIN"	"CEFA2D"	"2"
"CefazoLIN"	"CEFA5ML"	"2"
"Cefazolin Desensitization"	"CEFA1000I"	"0.001"
"Cefazolin Desensitization"	"CEFA1000I"	"0.01"
"Cefazolin Desensitization"	"CEFA1000I"	"0.1"
"Cefazolin Desensitization"	"CEFA1000I"	"1"
"Cefazolin Desensitization"	"CEFA1000I"	"10"
"Cefazolin Desensitization"	"CEFA1000I"	"100"
"Cefazolin Desensitization"	"CEFA1000I"	"1000"
"Cefazolin Ophthalmic Solution"		"1"
"Cefazolin"	"CEFA10I"	"1"
"Cefazolin"	"CEFA10I"	"1.5"
"Cefazolin"	"CEFA10I"	"2"
"Cefazolin"	"CEFA10I"	"3"
"Cefazolin"	"CEFA10I"	"4"
"Cefazolin"	"CEFA10I"	"500"
"Cefazolin"	"CEFA1F"	"1"
"Cefazolin"	"CEFA1F"	"1000"
"Cefazolin"	"CEFA1F"	"2"
"Cefazolin"	"CEFA1F"	"500"
"Cefazolin"	"CEFA1I"	"1"
"Cefazolin"	"CEFA1I"	"3"
"Cefazolin"	"CEFA1I"	"500"
"Cefazolin"	"CEFA500I"	"500"
"Cefazolin"	"CEFA5ML"	"1"
"CefePIME"	"CEFE1000I"	"1"
"CefePIME"	"CEFE1000I"	"2"
"CefePIME"	"CEFE1000I"	"250"
"CefePIME"	"CEFE1000I"	"500"
"CefePIME"	"CEFE1I"	"1"
"CefePIME"	"CEFE1I"	"1000"
"CefePIME"	"CEFE1I"	"2"
"CefePIME"	"CEFE1I"	"500"
"CefePIME"	"CEFE2I"	"1"
"CefePIME"	"CEFE2I"	"2"
"CefePIME"	"CEFE2I"	"500"
"Cefepime Desensitization"	"CEFDES"	000mg Vial"
"Cefepime"	"CEFE1000I"	"500"
"Cefepime"	"CEFE1I"	"0.5"
"Cefepime"	"CEFE1I"	"1"
"Cefepime"	"CEFE1I"	"2"
"Cefepime"	"CEFE1I"	"500"
"Cefepime"	"CEFE2I"	"1"
"Cefepime"	"CEFE2I"	"2"
"Cefotetan Disodium"	"CEFOT2I"	"2"
"Cefotetan"	"CEFO1F"	"1"
"Cefotetan"	"CEFO2F"	"2"
"Cefotetan"	"CEFOT2I"	"1"
"Cefotetan"	"CEFOT2I"	"2"
"Cefpodo"	"CEFP100"	"200"
"Cefpodoxime Proxetil"	"CEFP100"	"100"
"Cefpodoxime Proxetil"	"CEFP100"	"200"
"Cefpodoxime Proxetil"	"CEFP100"	"400"
